T:,5000,5250,5500,5750,6000,6250,6500,6750,7000,7250,7500,7750,8000,8250,8500,8750,9000,9250,9500,9750,10000,10250,10500,10750,11000,11250,11500,11750,12000,12250,12500,12750,13000,13250,13500,13750,14000,14250,14500,14750,15000,15250,15500,15750,16000,16250,16500,16750,17000,17250,17500,17750,18000,18250,18500,18750,19000,19250,19500,19750,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,30000,32000,34000,36000,38000,40000
qcvz:,-4.237,-4.286,-4.334,-4.38,-4.418,-4.459,-4.487,-4.506,-4.522,-4.533,-4.544,-4.551,-4.557,-4.564,-4.567,-4.577,-4.583,-4.593,-4.595,-4.601,-4.608,-4.617,-4.624,-4.638,-4.653,-4.671,-4.695,-4.722,-4.752,-4.788,-4.822,-4.86,-4.899,-4.942,-4.983,-5.028,-5.076,-5.127,-5.177,-5.227,-5.285,-5.347,-5.413,-5.488,-5.566,-5.651,-5.737,-5.831,-5.928,-6.03,-6.139,-6.252,-6.381,-6.522,-6.674,-6.833,-7.001,-7.183,-7.385,-7.624,-7.88,-9.048,-10.654,-11.03,-11.211,-11.393,-11.588,-11.797,-12.033,-12.332,-12.752,-13.76,-14.009,-14.202,-14.28,-14.346
3,7.541,7.488,7.434,7.381,7.333,7.282,7.241,7.208,7.176,7.15,7.125,7.104,7.082,7.062,7.046,7.024,7.007,6.988,6.974,6.96,6.947,6.931,6.918,6.901,6.885,6.867,6.84,6.817,6.792,6.763,6.736,6.706,6.672,6.64,6.61,6.577,6.542,6.502,6.467,6.432,6.391,6.342,6.297,6.244,6.19,6.134,6.073,6.011,5.944,5.878,5.806,5.733,5.65,5.56,5.465,5.365,5.261,5.15,5.026,4.882,4.724,3.987,2.945,2.638,2.498,2.364,2.226,2.083,1.933,1.733,1.425,0.394,0.212,0.073,0.03,-0.004
4,7.511,7.458,7.405,7.352,7.305,7.255,7.214,7.181,7.151,7.126,7.101,7.081,7.061,7.042,7.025,7.003,6.986,6.966,6.952,6.937,6.923,6.906,6.892,6.874,6.859,6.84,6.809,6.786,6.761,6.732,6.704,6.675,6.639,6.607,6.577,6.545,6.51,6.468,6.433,6.398,6.358,6.306,6.262,6.207,6.154,6.098,6.036,5.974,5.906,5.841,5.767,5.694,5.611,5.52,5.425,5.326,5.221,5.11,4.987,4.844,4.687,3.953,2.91,2.54,2.357,2.173,1.971,1.756,1.597,1.403,1.134,0.353,0.18,0.048,-0.009,-0.058
5,7.515,7.462,7.408,7.354,7.308,7.258,7.216,7.184,7.154,7.13,7.106,7.087,7.066,7.049,7.032,7.011,6.995,6.975,6.961,6.946,6.933,6.916,6.901,6.882,6.867,6.848,6.815,6.791,6.766,6.736,6.708,6.679,6.64,6.609,6.578,6.546,6.511,6.468,6.433,6.398,6.357,6.304,6.259,6.204,6.15,6.094,6.031,5.968,5.9,5.835,5.761,5.687,5.603,5.512,5.417,5.317,5.212,5.101,4.977,4.834,4.676,3.942,2.902,2.585,2.426,2.265,2.086,1.89,1.719,1.512,1.232,0.607,0.442,0.312,0.257,0.21
6,7.604,7.548,7.49,7.433,7.385,7.332,7.289,7.255,7.223,7.199,7.173,7.154,7.133,7.116,7.099,7.078,7.062,7.042,7.027,7.012,6.999,6.981,6.967,6.947,6.933,6.913,6.876,6.851,6.826,6.795,6.767,6.737,6.696,6.664,6.633,6.601,6.565,6.52,6.485,6.449,6.408,6.352,6.307,6.25,6.196,6.14,6.074,6.011,5.941,5.876,5.8,5.726,5.641,5.549,5.453,5.352,5.247,5.135,5.011,4.869,4.71,3.972,2.934,2.625,2.481,2.34,2.19,2.032,1.885,1.699,1.438,0.807,0.627,0.481,0.429,0.384
7,7.533,7.479,7.422,7.367,7.32,7.269,7.227,7.194,7.164,7.141,7.117,7.099,7.08,7.063,7.048,7.028,7.013,6.994,6.981,6.967,6.955,6.938,6.924,6.905,6.892,6.873,6.836,6.811,6.787,6.756,6.728,6.698,6.657,6.625,6.594,6.562,6.525,6.48,6.445,6.41,6.368,6.311,6.266,6.209,6.155,6.098,6.033,5.969,5.898,5.832,5.756,5.682,5.596,5.503,5.407,5.305,5.199,5.086,4.961,4.817,4.657,3.917,2.885,2.617,2.494,2.375,2.249,2.117,1.976,1.793,1.526,0.734,0.507,0.341,0.287,0.242
8,7.473,7.42,7.364,7.31,7.264,7.215,7.174,7.142,7.113,7.092,7.069,7.052,7.034,7.018,7.004,6.985,6.971,6.953,6.941,6.928,6.917,6.901,6.888,6.87,6.857,6.838,6.802,6.778,6.754,6.723,6.695,6.666,6.624,6.593,6.562,6.529,6.493,6.448,6.412,6.377,6.336,6.278,6.233,6.175,6.121,6.064,5.998,5.934,5.863,5.796,5.719,5.644,5.558,5.464,5.367,5.264,5.157,5.043,4.918,4.773,4.611,3.87,2.841,2.612,2.508,2.408,2.296,2.176,2.025,1.825,1.529,0.618,0.382,0.205,0.147,0.1
9,7.331,7.281,7.229,7.178,7.135,7.089,7.051,7.023,6.996,6.976,6.956,6.941,6.924,6.911,6.898,6.88,6.868,6.852,6.841,6.829,6.82,6.805,6.793,6.776,6.764,6.746,6.712,6.689,6.665,6.636,6.608,6.579,6.539,6.508,6.477,6.444,6.408,6.364,6.329,6.293,6.252,6.196,6.151,6.094,6.039,5.982,5.916,5.852,5.781,5.714,5.637,5.562,5.475,5.381,5.283,5.18,5.072,4.957,4.831,4.684,4.521,3.781,2.756,2.544,2.443,2.341,2.225,2.092,1.916,1.675,1.327,0.428,0.196,0.021,-0.036,-0.082
10,7.355,7.304,7.251,7.2,7.156,7.109,7.071,7.042,7.015,6.996,6.975,6.96,6.944,6.93,6.918,6.9,6.888,6.872,6.862,6.85,6.841,6.826,6.815,6.798,6.786,6.769,6.734,6.711,6.687,6.657,6.63,6.6,6.56,6.528,6.498,6.465,6.429,6.384,6.349,6.313,6.271,6.215,6.169,6.111,6.056,5.998,5.932,5.866,5.795,5.727,5.65,5.573,5.486,5.39,5.291,5.187,5.079,4.963,4.836,4.688,4.525,3.784,2.756,2.531,2.421,2.31,2.184,2.043,1.873,1.647,1.315,0.378,0.141,-0.039,-0.098,-0.146
11,7.261,7.212,7.162,7.112,7.071,7.026,6.989,6.962,6.937,6.919,6.899,6.886,6.871,6.858,6.847,6.83,6.819,6.804,6.795,6.784,6.776,6.762,6.751,6.735,6.724,6.707,6.673,6.651,6.627,6.598,6.571,6.542,6.503,6.471,6.441,6.408,6.372,6.328,6.293,6.257,6.215,6.159,6.113,6.056,6.001,5.943,5.877,5.811,5.74,5.672,5.594,5.517,5.429,5.334,5.234,5.129,5.02,4.903,4.776,4.627,4.463,3.722,2.695,2.457,2.341,2.221,2.085,1.934,1.76,1.533,1.199,0.257,0.011,-0.172,-0.229,-0.275
12,7.267,7.218,7.167,7.117,7.075,7.03,6.993,6.966,6.941,6.923,6.904,6.891,6.875,6.863,6.852,6.836,6.825,6.81,6.801,6.79,6.783,6.769,6.759,6.743,6.732,6.715,6.681,6.659,6.636,6.606,6.579,6.55,6.511,6.479,6.449,6.416,6.38,6.336,6.3,6.264,6.222,6.166,6.12,6.062,6.006,5.948,5.881,5.815,5.743,5.675,5.596,5.519,5.43,5.334,5.233,5.128,5.018,4.901,4.772,4.623,4.458,3.717,2.686,2.437,2.315,2.188,2.044,1.884,1.708,1.479,1.144,0.173,-0.078,-0.238,-0.296,-0.343
13,7.199,7.151,7.101,7.053,7.012,6.969,6.933,6.908,6.884,6.866,6.848,6.836,6.822,6.81,6.8,6.784,6.774,6.76,6.751,6.742,6.734,6.722,6.712,6.696,6.686,6.669,6.636,6.614,6.591,6.563,6.536,6.507,6.468,6.437,6.406,6.374,6.338,6.294,6.258,6.222,6.181,6.125,6.078,6.021,5.965,5.906,5.84,5.774,5.702,5.633,5.555,5.477,5.388,5.291,5.19,5.084,4.974,4.856,4.727,4.578,4.412,3.67,2.638,2.38,2.253,2.12,1.971,1.804,1.628,1.399,1.064,0.132,-0.082,-0.238,-0.295,-0.344
14,7.21,7.162,7.111,7.063,7.022,6.978,6.943,6.917,6.893,6.875,6.857,6.845,6.831,6.82,6.809,6.794,6.784,6.77,6.762,6.752,6.745,6.732,6.723,6.707,6.697,6.681,6.647,6.625,6.603,6.574,6.547,6.518,6.479,6.447,6.417,6.385,6.349,6.304,6.269,6.233,6.191,6.134,6.088,6.03,5.974,5.915,5.848,5.781,5.709,5.64,5.56,5.482,5.393,5.295,5.194,5.087,4.976,4.858,4.728,4.578,4.413,3.669,2.634,2.371,2.239,2.101,1.945,1.769,1.586,1.349,1.002,0.218,0.051,-0.08,-0.134,-0.18
15,7.142,7.095,7.046,6.999,6.96,6.917,6.883,6.858,6.835,6.819,6.802,6.79,6.777,6.767,6.757,6.743,6.733,6.72,6.712,6.703,6.696,6.684,6.675,6.66,6.65,6.634,6.602,6.58,6.558,6.529,6.503,6.474,6.435,6.404,6.374,6.342,6.306,6.262,6.226,6.19,6.148,6.092,6.046,5.988,5.932,5.873,5.806,5.74,5.668,5.598,5.519,5.44,5.351,5.253,5.151,5.045,4.933,4.815,4.685,4.534,4.368,3.624,2.586,2.315,2.181,2.043,1.889,1.718,1.546,1.324,1.006,0.331,0.163,0.028,-0.025,-0.071
16,7.15,7.103,7.053,7.006,6.966,6.923,6.889,6.864,6.841,6.825,6.808,6.797,6.784,6.773,6.764,6.749,6.74,6.727,6.719,6.71,6.704,6.692,6.683,6.668,6.658,6.643,6.61,6.588,6.566,6.537,6.511,6.482,6.443,6.412,6.382,6.349,6.313,6.269,6.233,6.197,6.155,6.099,6.052,5.994,5.938,5.879,5.812,5.745,5.672,5.602,5.523,5.444,5.354,5.256,5.153,5.046,4.935,4.816,4.685,4.534,4.368,3.622,2.581,2.306,2.171,2.033,1.88,1.714,1.552,1.352,1.08,0.403,0.209,0.055,0,-0.046
17,7.076,7.03,6.982,6.936,6.898,6.857,6.824,6.8,6.778,6.763,6.747,6.736,6.724,6.714,6.706,6.692,6.683,6.671,6.664,6.655,6.649,6.638,6.629,6.615,6.605,6.59,6.558,6.537,6.515,6.486,6.46,6.432,6.393,6.362,6.332,6.3,6.264,6.221,6.185,6.149,6.107,6.051,6.005,5.947,5.891,5.831,5.765,5.698,5.626,5.555,5.476,5.397,5.307,5.209,5.107,5,4.888,4.769,4.638,4.487,4.32,3.572,2.53,2.274,2.152,2.03,1.897,1.757,1.605,1.412,1.142,0.398,0.167,-0.018,-0.076,-0.123
18,6.986,6.941,6.896,6.851,6.815,6.775,6.744,6.721,6.701,6.686,6.671,6.662,6.65,6.641,6.633,6.62,6.612,6.601,6.594,6.586,6.58,6.569,6.561,6.548,6.538,6.523,6.493,6.472,6.45,6.422,6.396,6.367,6.33,6.299,6.269,6.237,6.201,6.159,6.123,6.087,6.045,5.991,5.944,5.887,5.831,5.771,5.705,5.638,5.566,5.496,5.417,5.339,5.249,5.151,5.048,4.941,4.829,4.71,4.579,4.427,4.26,3.512,2.469,2.219,2.104,1.99,1.867,1.736,1.585,1.39,1.106,0.275,0.056,-0.107,-0.162,-0.208
19,7.041,6.996,6.948,6.903,6.865,6.825,6.792,6.769,6.748,6.734,6.718,6.708,6.696,6.687,6.679,6.666,6.658,6.646,6.639,6.631,6.626,6.615,6.607,6.593,6.583,6.568,6.537,6.516,6.494,6.466,6.439,6.411,6.373,6.342,6.312,6.28,6.244,6.2,6.164,6.128,6.086,6.031,5.984,5.926,5.87,5.81,5.743,5.676,5.604,5.533,5.454,5.374,5.284,5.186,5.083,4.975,4.863,4.743,4.612,4.459,4.291,3.54,2.495,2.278,2.178,2.078,1.97,1.853,1.7,1.498,1.196,0.255,0.012,-0.167,-0.223,-0.267
20,7.047,7.001,6.953,6.908,6.87,6.829,6.797,6.774,6.753,6.738,6.722,6.713,6.701,6.692,6.684,6.671,6.663,6.651,6.645,6.637,6.632,6.621,6.613,6.599,6.59,6.575,6.543,6.522,6.5,6.472,6.446,6.417,6.379,6.348,6.318,6.286,6.25,6.206,6.17,6.134,6.092,6.036,5.989,5.931,5.875,5.815,5.748,5.68,5.607,5.537,5.457,5.378,5.287,5.188,5.085,4.977,4.864,4.744,4.613,4.46,4.292,3.538,2.49,2.262,2.157,2.052,1.935,1.808,1.649,1.439,1.128,0.243,0.017,-0.152,-0.209,-0.255
21,6.956,6.912,6.867,6.823,6.787,6.747,6.717,6.695,6.675,6.662,6.647,6.638,6.627,6.619,6.612,6.599,6.592,6.581,6.575,6.567,6.563,6.552,6.544,6.531,6.522,6.507,6.477,6.456,6.434,6.407,6.381,6.353,6.315,6.284,6.254,6.222,6.186,6.143,6.108,6.071,6.029,5.975,5.928,5.87,5.814,5.754,5.688,5.621,5.548,5.478,5.398,5.319,5.228,5.13,5.027,4.919,4.807,4.687,4.555,4.402,4.233,3.479,2.431,2.227,2.128,2.026,1.909,1.775,1.602,1.379,1.068,0.082,-0.115,-0.266,-0.319,-0.363
22,6.92,6.877,6.832,6.789,6.753,6.714,6.684,6.663,6.644,6.63,6.616,6.608,6.597,6.589,6.583,6.571,6.564,6.553,6.547,6.54,6.535,6.525,6.518,6.504,6.495,6.481,6.451,6.43,6.409,6.381,6.355,6.327,6.29,6.259,6.229,6.197,6.161,6.119,6.083,6.047,6.005,5.95,5.903,5.846,5.79,5.73,5.664,5.596,5.524,5.453,5.374,5.295,5.204,5.106,5.002,4.894,4.782,4.662,4.53,4.376,4.207,3.451,2.402,2.183,2.079,1.973,1.855,1.727,1.566,1.355,1.036,0.095,-0.112,-0.248,-0.305,-0.353
23,6.885,6.843,6.798,6.756,6.721,6.682,6.653,6.632,6.613,6.601,6.587,6.579,6.569,6.561,6.555,6.543,6.536,6.525,6.52,6.513,6.509,6.499,6.492,6.479,6.47,6.455,6.426,6.405,6.384,6.356,6.33,6.303,6.266,6.235,6.205,6.173,6.137,6.095,6.059,6.023,5.98,5.927,5.88,5.822,5.766,5.706,5.64,5.573,5.5,5.43,5.35,5.271,5.181,5.082,4.979,4.871,4.758,4.638,4.506,4.352,4.182,3.425,2.374,2.157,2.055,1.95,1.833,1.701,1.531,1.3,0.96,0.112,-0.104,-0.26,-0.316,-0.362
24,6.887,6.845,6.8,6.757,6.722,6.684,6.654,6.634,6.615,6.602,6.589,6.581,6.571,6.563,6.557,6.545,6.539,6.528,6.523,6.516,6.512,6.502,6.495,6.482,6.473,6.459,6.429,6.409,6.387,6.36,6.334,6.306,6.269,6.238,6.208,6.176,6.141,6.098,6.062,6.026,5.984,5.93,5.883,5.825,5.769,5.708,5.642,5.575,5.503,5.432,5.352,5.273,5.182,5.083,4.98,4.872,4.759,4.638,4.506,4.351,4.181,3.422,2.37,2.147,2.04,1.929,1.803,1.662,1.491,1.271,0.96,0.088,-0.11,-0.26,-0.315,-0.361
25,6.857,6.815,6.771,6.729,6.694,6.656,6.627,6.607,6.589,6.576,6.563,6.555,6.546,6.538,6.532,6.521,6.515,6.504,6.499,6.493,6.489,6.479,6.472,6.459,6.451,6.436,6.407,6.387,6.366,6.338,6.312,6.284,6.248,6.217,6.187,6.155,6.119,6.077,6.041,6.005,5.963,5.909,5.862,5.804,5.748,5.688,5.622,5.554,5.482,5.411,5.331,5.252,5.161,5.063,4.959,4.851,4.738,4.617,4.484,4.33,4.159,3.398,2.345,2.113,2.004,1.893,1.77,1.635,1.471,1.255,0.927,0.092,-0.118,-0.28,-0.336,-0.383
26,6.86,6.818,6.774,6.732,6.697,6.659,6.63,6.61,6.592,6.579,6.566,6.559,6.549,6.542,6.536,6.525,6.518,6.508,6.503,6.497,6.493,6.483,6.476,6.464,6.455,6.441,6.412,6.391,6.37,6.343,6.317,6.289,6.252,6.221,6.192,6.159,6.124,6.081,6.045,6.009,5.967,5.913,5.866,5.808,5.752,5.691,5.625,5.557,5.485,5.414,5.334,5.255,5.164,5.065,4.961,4.853,4.739,4.618,4.486,4.33,4.16,3.396,2.342,2.11,1.999,1.885,1.755,1.612,1.442,1.22,0.901,0.085,-0.116,-0.27,-0.325,-0.372
27,6.83,6.788,6.745,6.703,6.668,6.631,6.603,6.583,6.565,6.553,6.54,6.533,6.524,6.517,6.511,6.5,6.494,6.484,6.479,6.473,6.469,6.46,6.453,6.441,6.432,6.418,6.389,6.369,6.348,6.32,6.295,6.267,6.231,6.2,6.17,6.138,6.102,6.06,6.024,5.987,5.945,5.892,5.844,5.787,5.73,5.67,5.604,5.536,5.464,5.393,5.313,5.234,5.143,5.044,4.94,4.832,4.718,4.597,4.464,4.309,4.138,3.373,2.317,2.079,1.964,1.846,1.713,1.567,1.403,1.194,0.894,0.053,-0.178,-0.349,-0.406,-0.453
28,6.849,6.807,6.763,6.721,6.686,6.649,6.62,6.6,6.582,6.57,6.557,6.55,6.54,6.534,6.528,6.517,6.511,6.501,6.496,6.49,6.486,6.477,6.47,6.458,6.45,6.436,6.406,6.386,6.365,6.337,6.312,6.284,6.247,6.216,6.186,6.154,6.118,6.076,6.04,6.004,5.961,5.907,5.86,5.802,5.746,5.685,5.619,5.551,5.478,5.407,5.327,5.248,5.156,5.057,4.953,4.844,4.731,4.609,4.476,4.32,4.149,3.382,2.325,2.082,1.969,1.854,1.728,1.59,1.43,1.219,0.911,0.048,-0.212,-0.394,-0.451,-0.498
29,6.796,6.755,6.712,6.67,6.636,6.6,6.572,6.552,6.535,6.523,6.511,6.504,6.495,6.489,6.483,6.473,6.467,6.458,6.453,6.447,6.444,6.435,6.428,6.416,6.408,6.394,6.365,6.345,6.324,6.297,6.271,6.244,6.207,6.176,6.147,6.115,6.079,6.037,6.001,5.964,5.922,5.869,5.821,5.764,5.707,5.647,5.581,5.513,5.441,5.37,5.29,5.21,5.119,5.02,4.916,4.807,4.694,4.572,4.439,4.283,4.111,3.343,2.287,2.063,1.956,1.846,1.722,1.584,1.415,1.195,0.873,0.034,-0.172,-0.332,-0.389,-0.437
30,6.786,6.745,6.702,6.661,6.627,6.59,6.562,6.543,6.526,6.515,6.503,6.496,6.487,6.481,6.476,6.465,6.46,6.45,6.446,6.44,6.437,6.428,6.421,6.409,6.401,6.387,6.359,6.339,6.318,6.29,6.265,6.237,6.201,6.17,6.14,6.108,6.073,6.03,5.994,5.958,5.916,5.862,5.815,5.758,5.701,5.641,5.575,5.507,5.434,5.363,5.283,5.204,5.113,5.014,4.909,4.8,4.687,4.565,4.431,4.275,4.103,3.333,2.276,2.048,1.938,1.825,1.698,1.556,1.387,1.165,0.844,0.003,-0.208,-0.368,-0.425,-0.472