wdid,name,icrsra,icrsdec,spectype,teff,logg,Dpc,V,su
NLTT 12934,Gaia EDR3 229143725086190336,04 18 05.48,42 10 58.81,DA,5013.50644,7.826904,29.66,17.06,
NLTT 1450,Gaia EDR3 2555215995900584448,00 27 36.92,05 41 58.90,DA,5539.28538,7.938186,21.68,16.15,17.547
NLTT 18922,Gaia EDR3 3145802036649641472,08 05 27.49,07 35 29.57,DA,5397.0,8.135,34.38,,19.21
NLTT 35504,Gaia EDR3 3727155340815968256,13 52 11.52,10 53 48.82,DA,6017.0,7.992,35.35,,17.92
NLTT 40234,Gaia EDR3 1273685372108354176,15 26 21.16,29 36 25.44,DA,5102.0,7.937,23.21,17.18,18.64
NLTT 42805,Gaia EDR3 1201036206454896000,16 26 26.14,19 38 42.75,DA,6096.25937,8.239195,27.57,,17.61
NLTT 42988,Gaia EDR3 1653044367185115264,16 28 38.60,70 53 14.39,DA,4847.62273,7.949628,32.71,,
NLTT 44063,Gaia EDR3 4444590625015876864,17 02 46.34,10 22 45.03,DA,5169.0,8.419,29.32,,19.81
NLTT 45288,Gaia EDR3 4581383928942599296,17 41 46.21,24 01 43.94,DA,6919.0,8.336,31.62,,17.278
NLTT 47551,Gaia EDR3 2140481412496465152,19 12 48.83,53 43 15.62,DA,17310.2825,8.298696,22.17,13.18,
NLTT 48779,Gaia EDR3 2237893023118101504,20 06 55.26,61 43 07.67,DA,5250.00412,7.344608,33.32,,18.16
NLTT 51908,Gaia EDR3 2701893698904233216,21 42 54.40,08 05 24.23,DA,4830.0,8.0,29.90,15.66,19.527
NLTT 52166,Gaia EDR3 2696628687474414208,21 49 13.63,04 15 46.83,DA,5106.0,7.316,35.10,,18.7
NLTT 57507,Gaia EDR3 2826254713186397440,23 38 56.63,21 01 21.12,DA,5216.0,7.992,39.42,,19.622
PG 0136+152,Gaia EDR3 2589304876450784128,01 38 56.84,15 27 40.84,DA,7843.62999,8.047631,22.68,14.94,15.43
PG 0945+246,Gaia EDR3 643183348419998336,09 48 46.56,24 21 24.15,DA+DAXP,19678.0,8.378,36.20,14.25,14.036
PG 1026+024,Gaia EDR3 3855631797052747136,10 29 09.70,02 05 52.48,DA,12236.0,7.982,33.60,14.2,14.581
PG 1106+083,Gaia EDR3 3818473629793533312,11 08 44.24,08 01 36.39,DA,7486.06474,7.976241,37.94,16.08,16.63681
PG 1157+004,Gaia EDR3 3891115064506627840,11 59 52.12,00 07 51.25,DA,8566.0,8.419,28.31,15.73,16.0
PG 1350-090,Gaia EDR3 3618657732410663808,13 53 15.92,-09 16 39.11,DAP,9458.0,7.86,19.71,14.55,
PG 1601+581,Gaia EDR3 1622697949337226112,16 02 41.95,57 58 16.16,DA,15002.0,7.967,32.36,14.3,14.41
PG 1632+177,Gaia EDR3 4466388790929771904,16 34 41.93,17 36 33.57,DAZ,10149.0,7.245,25.62,13.106,14.438
PG 1633+434,Gaia EDR3 1405343643196929536,16 35 01.76,43 17 31.52,DAZ,6498.0799,8.15077,14.49,14.834,15.642
PHL 3537,MCT 0136-2010,01 38 32.26,-19 54 43.99,DA,8471.0,8.64,24.0,,16.01
PM J09027+3120,Gaia EDR3 711744456827031680,09 02 42.57,31 20 43.36,DA,9814.72139,8.218341,33.88,14.75,15.62
PM J11480-4523,Gaia EDR3 5377849123945711872,11 48 02.44,-45 23 07.67,DA,6101.0,7.99,25.12,15.66,
PM J18073+0357,Gaia EDR3 4470233817461336704,18 07 23.38,03 56 59.77,DA,10247.0,8.079,30.17,15.08,15.359
PM J21077+0740,Gaia EDR3 1737167215848315264,21 07 45.03,07 40 42.48,DA,7106.15808,8.041492,38.36,15.91,17.062
PM J23243+2835,Gaia EDR3 2869130517001766400,23 24 18.82,28 35 52.71,DA,7231.0,8.009,39.10,15.96,16.979
RE J090217-040712,RE J090217-040712,09 02 17.30,-04 06 55.48,DA2.1,,,37.87,12.4,
Ross 198,Gaia EDR3 2177776331525931136,21 26 25.96,55 13 35.42,DA,12798.1357,8.366084,33.72,14.75,
Ross 203,Gaia EDR3 6842831888437047680,21 36 16.67,-13 18 36.78,DA,10193.0,7.86,23.41,13.68,
Ross 627,Ross 627,11 24 12.96,21 21 32.40,DA,7346.0,8.1,13.6,14.24,14.86
Ross 808,Gaia EDR3 1372458109403442432,16 01 23.32,36 48 25.56,DA,11148.0,7.991,32.82,14.36,14.83
SDSS J074730.12+110733.8,Gaia EDR3 3151407827963355136,07 47 30.18,11 07 31.78,DA,8054.0,8.887,27.62,,17.13
SDSS J083123.38+333148.6,Gaia EDR3 710947968027922176,08 31 23.44,33 31 46.64,DA,5809.0,8.105,39.89,,18.73
SDSS J110318.87+393558.3,Gaia EDR3 776981269136616960,11 03 18.95,39 35 58.24,DAZ,4993.0,7.91,38.88,,20.0
SDSS J131730.85+483332.8,Gaia EDR3 1556005701461744640,13 17 30.75,48 33 31.24,DA,5903.0,8.042,39.01,,18.422
Ton 953,Gaia EDR3 716504796716020352,08 49 09.32,34 29 47.86,DAZ,7452.0,7.954,30.89,15.71,16.20879
Ton S 56,MCT 2231-2935,22 34 26.97,-29 19 45.16,DA,17284.0,8.195,0.0,15.71,
V* CD Oct,Gaia EDR3 6358158435541361792,22 04 18.65,-75 13 24.88,DA,8748.0,8.66,19.03,15.04,
V* CL Oct,Gaia EDR3 4613612951211823104,03 17 14.83,-85 32 25.75,DA,33000.0,,29.38,13.66,
V* DN Dra,Gaia EDR3 1431783457574556672,16 48 25.91,59 03 17.89,DA,12369.9449,8.301195,10.95,12.24,
V* EG UMa,Gaia EDR3 1548104507825815296,12 15 43.94,52 30 59.18,DA+dM,18840.0,8.3,28.61,13.23,14.672
V* MY Aps,Gaia EDR3 5772718006135360128,14 33 06.54,-81 20 20.37,DAV,12128.0,7.98,20.89,13.75,
V* PY Vul,Gaia EDR3 2025389380082340992,19 37 14.28,27 43 19.08,DA,12062.0309,8.056305,18.26,12.987,
V* RR Cae,Gaia EDR3 4788741548375134336,04 21 05.61,-48 39 15.60,DA+dM,6354.0,7.38,21.19,14.36,
V* UZ Sex,Gaia EDR3 3831059120921201280,10 28 34.93,-00 00 30.60,DA+M,17210.0,7.96,40.00,13.88,14.486
V* V1201 Ori,LHS 212,05 56 25.44,05 21 46.80,DAP,5785.0,8.22,7.99,14.105,
V* V470 Lyr,Gaia EDR3 2092134443120038528,18 57 30.23,33 57 31.42,DA,11906.2263,8.340858,30.36,14.64,
V* V727 Car,Gaia EDR3 5231870985222281088,10 44 09.35,-69 18 17.82,DA,22570.0,7.84,29.26,13.09,
V* V749 Her,Gaia EDR3 4565048312887877888,16 57 09.89,21 26 39.48,DA,9147.0,8.004,20.99,14.09,14.721
V* V886 Cen,Gaia EDR3 6127333286605955072,12 38 48.86,-49 48 01.40,DA,11620.0,8.72,14.84,13.81,
V* VW Lyn,Gaia EDR3 715357559411376128,09 01 48.53,36 07 04.92,DA,11575.0,8.098,33.98,14.544,14.865
V* ZZ Cet,Gaia EDR3 2457759374023232768,01 36 14.12,-11 20 34.49,DA,12267.0,8.01,32.75,14.1,
V* ZZ Psc,Gaia EDR3 2660358032257156736,23 28 47.21,05 14 49.97,DAZ,11295.8585,8.021124,17.52,13.04,13.449
WD 0024-55,Gaia EDR3 4920057871348614272,00 26 40.17,-55 24 51.37,DA,10070.0,8.92,24.05,15.21,
WD 0027-549,Gaia EDR3 4920160332088386304,00 29 49.16,-54 41 36.25,DA,,,38.63,,
WD 0033-422,Gaia EDR3 4993117773313626496,00 36 15.39,-41 57 31.05,DA9,,,25.78,,
WD 0034-602,Gaia EDR3 4906743988126708992,00 36 22.85,-59 55 25.57,DA,15239.0,8.64,22.93,14.08,
WD 0042-337,Gaia EDR3 5006232026455470848,00 45 21.93,-33 29 52.78,DA,4100.0,8.0,32.84,19.01,
WD 0108+277,Gaia EDR3 307323228064848512,01 10 44.50,27 58 13.24,DA,5270.0,8.36,38.01,16.15,
WD 0121-429,Gaia EDR3 4983839647522981504,01 24 04.42,-42 40 46.82,DAH,6230.0,7.64,18.45,14.83,
WD 0123-460,Gaia EDR3 4934162784467241472,01 25 18.83,-45 45 40.04,DA,5810.0,8.1,21.64,16.3,
WD 0129+458,Gaia EDR3 398672715686799488,01 32 46.34,46 04 58.76,DA,10383.0,8.021,38.70,,15.42
WD 0136-340,Gaia EDR3 5012346101380568832,01 39 15.14,-33 49 03.67,DA,7000.0,8.0,39.59,17.18,
WD 0145+234,Gaia EDR3 291057843317534464,01 47 54.81,23 39 42.04,DA,13023.014,8.088387,29.43,14.19,14.385
WD 0148+641,Gaia EDR3 518201792978858880,01 51 51.69,64 25 49.32,DA,8800.8391,8.104208,17.30,13.98,14.854
WD 0150+256,Gaia EDR3 297470774951165568,01 52 52.19,25 53 41.36,DA,7599.0,7.851,34.86,15.71,16.235
WD 0204-306,Gaia EDR3 5020119579868434944,02 07 02.60,-30 23 34.71,DA,,,29.25,16.18,
WD 0216-398,Gaia EDR3 4963617807621683712,02 18 32.20,-39 36 31.93,DA7.0,7364.0,,30.08,15.75,
WD 0236+259,Gaia EDR3 126342377182577408,02 39 20.06,26 09 54.69,DA,5605.0,8.03,20.86,16.29,17.548
WD 0304-074,Gaia EDR3 5179920984941752448,03 07 13.69,-07 15 13.46,DA,5690.0,8.362,30.40,17.35,18.71482
WD 0311-649,Gaia EDR3 4672306015773211008,03 12 26.13,-64 44 11.51,DA,13135.0,7.83,36.59,13.28,
WD 0313-084,Gaia EDR3 5167510797199003904,03 16 14.01,-08 16 39.09,DA,6483.0,8.337,31.41,,17.647
WD 0315-293,Gaia EDR3 5058635403471767680,03 17 12.31,-29 11 41.72,DAZ,5340.0,,31.50,17.49,
WD 0330-000,Gaia EDR3 3264551560189562112,03 33 20.46,00 07 20.51,DAH,7412.58046,8.295732,35.47,,17.05
WD 0415-594,Gaia EDR3 4678664766393827328,04 16 29.95,-59 17 59.99,DA,15424.0,7.98,18.32,12.5,
WD 0422-459,Gaia EDR3 4789516154317811456,04 23 57.52,-45 50 50.51,DA9.5,,,29.94,16.85,
WD 0457-004,Gaia EDR3 3228023859770327424,04 59 43.40,-00 22 42.52,DA,11012.0,8.787,24.72,15.3,15.442
WD 0525+526,Gaia EDR3 263082591016645504,05 29 50.89,52 39 44.62,DA,20617.5843,9.09628,39.12,,
WD 0551+468,Gaia EDR3 198027266851070848,05 55 43.05,46 50 39.98,DA,5025.64953,7.838186,29.97,17.23,
WD 0559+15,Gaia EDR3 3348678699526809600,06 02 31.43,15 53 02.61,DA,6855.76616,8.250917,37.89,,
WD 0622-801,Gaia EDR3 5210778263380292096,06 18 12.88,-80 11 49.93,DA,,,35.74,14.74,
WD 0628-020,Gaia EDR3 3117320802840630400,06 30 38.48,-02 05 53.24,DA,6283.0,7.777,21.40,15.36,
WD 0632+40,Gaia EDR3 957295438016687616,06 36 29.87,40 54 24.63,DA,7569.21859,8.365,39.67,,
WD 0655-390,Gaia EDR3 5564171814627287296,06 57 05.50,-39 09 38.08,DA,6310.0,8.01,16.51,15.11,
WD 0701-58,Gaia EDR3 5480556532316697216,07 02 19.62,-58 50 05.79,DA,14560.0,8.56,29.39,14.46,
WD 0724+146,Gaia EDR3 3166841329084630784,07 27 04.31,14 34 38.54,DA,5691.0,7.989,31.19,,18.2
WD 0753+417,Gaia EDR3 922434906461782272,07 56 31.11,41 39 45.36,DA,6853.0,8.378,32.73,,17.44199
WD 0802+387,Gaia EDR3 908962109449446656,08 05 56.82,38 33 35.85,DA,4911.0,8.066,20.63,16.89,19.015
WD 0805+356,Gaia EDR3 905923368548465152,08 09 11.14,35 27 55.71,DA,8708.61714,7.790942,35.19,15.14,15.54425
WD 0821-669,Gaia EDR3 5272690766709543680,08 21 25.61,-67 03 09.46,DA,5060.0,8.12,10.68,15.34,
WD 0840+243,Gaia EDR3 690287663506579328,08 42 57.49,24 09 30.03,DA,5888.0,8.008,37.99,,18.36
WD 0855+416,Gaia EDR3 912718071240545152,08 58 30.74,41 26 29.72,DAH,7097.0,8.384,38.17,,17.59
WD 0909+200,Gaia EDR3 636732410620758016,09 12 44.94,19 51 52.38,DA,5073.0,8.04,33.95,,19.688
WD 0920+012,Gaia EDR3 3843957354387777152,09 22 56.03,01 03 05.69,DAZ,6068.0,7.981,32.36,16.59,17.664
WD 0925+189,Gaia EDR3 633911196927706880,09 28 40.40,18 41 10.99,DA,7765.0,8.447,36.48,16.643,17.09
WD 0927-173,Gaia EDR3 5681903877597244032,09 29 43.53,-17 32 55.65,DA,10000.0,8.91,33.24,16.04,
WD 0928-71,Gaia EDR3 5219215228420645248,09 29 06.99,-71 33 53.49,DA,8370.0,8.16,25.55,15.44,
WD 1001-033,Gaia EDR3 3828424828500179584,10 03 38.70,-03 37 57.90,DA,8346.0,7.994,33.38,15.45,
WD 1024-382,Gaia EDR3 5441714531716273920,10 26 20.84,-38 30 43.33,DA,,,29.16,15.92,
WD 1027-261,Gaia EDR3 5469171261208778240,10 29 57.65,-26 24 08.37,DA,5721.0,7.992,34.19,17.05,
WD 1049-158,Gaia EDR3 3557394009663078912,10 52 20.36,-16 08 03.60,DA,18085.0,8.321,38.69,14.357,
WD 1054-226,Gaia EDR3 3549471753507182592,10 56 38.54,-22 52 51.31,DA,7690.0,8.07,36.16,15.998,16.55
WD 1102-183,Gaia EDR3 3552845261339955200,11 04 47.02,-18 37 13.94,DA,8038.0,7.987,39.88,15.99,16.44
WD 1104+150,Gaia EDR3 3968635204109066880,11 07 09.43,14 46 56.23,DA,6582.69988,7.95832,38.33,,17.37
WD 1105-340,Gaia EDR3 5401688425816913920,11 07 47.95,-34 20 55.70,DA,13891.0,8.06,26.18,13.66,
WD 1114+06,Gaia EDR3 3817262208497857024,11 16 40.01,06 27 02.27,DA,6384.0,7.982,37.53,16.75,17.607
WD 1124-293,Gaia EDR3 3482983495102507904,11 27 09.51,-29 40 15.51,DA,9348.0,7.98,33.53,15.04,
WD 1141-012,Gaia EDR3 3793132257595347200,11 43 51.86,-01 31 49.36,DA,6614.0,8.365,39.61,17.06,18.06
WD 1143-013,Gaia EDR3 3794567429507510528,11 46 26.15,-01 36 43.86,DA,6615.0,8.034,32.91,16.39,17.136
WD 1146-290,Gaia EDR3 3480776843983381632,11 49 04.76,-29 21 48.67,DA,5745.0,8.363,31.00,17.3,
WD 1151+246,Gaia EDR3 4004395720290994048,11 54 34.57,24 22 37.76,DA,8647.84058,8.485258,26.53,15.26,15.94
WD 1157+438,Gaia EDR3 1537794524729363712,12 00 02.94,43 35 41.06,DA,7796.93162,7.861882,37.33,15.71,16.30446
WD 1159-098,Gaia EDR3 3575770010060921728,12 02 07.45,-10 04 41.40,DA,9200.0,8.535,31.64,15.97,
WD 1202-232,Gaia EDR3 3489719481290397696,12 05 26.72,-23 33 08.51,DAZ,8636.0,8.005,10.43,12.8,
WD 1208+076,Gaia EDR3 3904628406009296896,12 11 18.75,07 24 44.52,DA,5222.0,7.925,25.31,16.53,18.51
WD 1214+690,Gaia EDR3 1683330453627242752,12 17 00.59,68 48 51.39,DA,6419.94275,8.377004,32.76,,17.81
WD 1224+321,Gaia EDR3 4015547856277853824,12 27 24.37,31 50 21.05,DA,6563.0,7.971,38.88,,17.47
WD 1225+006,Gaia EDR3 3696778892558087552,12 28 07.67,00 22 21.12,DA,9323.0,7.994,32.31,14.8,15.37
WD 1230+063,Gaia EDR3 3708578473389974528,12 33 22.36,06 07 05.36,DA,5400.0,8.256,38.14,,19.601
WD 1236+457,Gaia EDR3 1541286711100812160,12 39 13.72,45 25 05.55,DA,6415.0,8.317,26.84,,17.3637
WD 1238+183,Gaia EDR3 3935942939548822272,12 40 29.83,18 07 27.18,DA,5474.0,8.029,39.43,,19.2
WD 1310+583,Gaia EDR3 1566603962760532736,13 12 58.29,58 05 09.98,DA,10244.0255,7.645305,30.79,14.09,14.48
WD 1315-110,Gaia EDR3 3623233040812235904,13 17 47.09,-11 21 05.88,DA,8950.0,8.014,39.71,15.6,
WD 1316-215,Gaia EDR3 3506061587037686144,13 19 24.74,-21 48 02.24,DA,5815.0,8.588,19.76,16.67,
WD 1319+466,Gaia EDR3 1551062778220116992,13 21 14.74,46 23 25.00,DA,14573.4585,8.373724,32.88,14.55,14.7
WD 1324+458,Gaia EDR3 1550299304833675392,13 26 52.96,45 32 43.87,DA+M3V,,,30.51,12.96,
WD 1334+366,Gaia EDR3 1472029470098019072,13 36 30.30,36 23 46.22,DA,6881.0,8.01,35.44,,17.06027
WD 1334-67,Gaia EDR3 5850533227210203520,13 38 05.82,-68 04 36.03,DA,8840.0,8.16,39.78,15.57,
WD 1339-340,Gaia EDR3 6165095738576250624,13 41 59.91,-34 15 01.09,DA,5230.0,7.99,20.78,16.45,
WD 1344+572,Gaia EDR3 1658578797618935680,13 46 01.68,57 00 35.82,DA,14059.0,8.052,24.97,13.3,13.718
WD 1407+425,Gaia EDR3 1498447607777405312,14 09 45.22,42 16 00.50,DAZ,9873.62689,8.05279,35.89,15.03,15.44302
WD 1408+029,Gaia EDR3 3667514634669861120,14 10 39.94,02 45 09.18,DAZ,5597.0,7.991,27.71,,18.05
WD 1411-362,Gaia EDR3 6118079453145005312,14 14 21.26,-36 30 24.48,DA,5030.0,8.0,35.18,17.86,
WD 1418-088,Gaia EDR3 6329136310728635776,14 20 54.30,-09 05 09.50,DA,7645.0,7.547,38.29,15.36,
WD 1436-781,Gaia EDR3 5785654859950570496,14 42 49.33,-78 23 53.22,DA,6271.0,8.06,23.99,16.11,
WD 1515+668,Gaia EDR3 1645204475617697536,15 15 52.96,66 42 44.42,DA,10099.0,8.248,38.22,,15.803
WD 1531+024,Gaia EDR3 4424031479858305408,15 34 17.38,02 18 46.78,DA,8293.0,8.481,33.75,16.43,16.68
WD 1540+236,Gaia EDR3 1218051664291152000,15 42 34.69,23 29 35.03,DA,5937.0,8.215,27.79,,17.899
WD 1559+534,Gaia EDR3 1404831472640252928,16 01 12.44,53 17 04.19,DA,6648.47394,7.9812,37.66,,17.27885
WD 1605+345,Gaia EDR3 1323922779935068160,16 07 14.22,34 23 42.54,DA,5574.0,7.971,34.35,,18.605
WD 1630+089,Gaia EDR3 4440264291578812928,16 32 33.47,08 51 18.53,DA,5595.88112,8.015485,12.93,15.08,16.44
WD 1647-327,Gaia EDR3 6027138331058857088,16 50 44.21,-32 49 30.89,DA8.5,6120.0,7.92,27.12,16.21,
WD 1650-011,Gaia EDR3 4379328051494006784,16 52 37.73,-01 14 02.26,DA,,,30.25,,
WD 1653+256,Gaia EDR3 1306197930941817984,16 55 38.97,25 33 43.48,DA,11195.0,9.246,36.49,,17.17898
WD 1653+385,Gaia EDR3 1351956512512484480,16 54 45.71,38 29 31.40,DAZ,5792.0,8.178,27.3,15.86,17.987
WD 1656-062,Gaia EDR3 4340322876499078400,16 58 47.39,-06 17 11.00,DA,5587.0,8.099,31.81,17.14,18.589
WD 1657+321,Gaia EDR3 1313405848136604672,16 59 39.72,32 03 16.58,DA,6403.0,8.472,37.43,,18.356
WD 1658+440,Gaia EDR3 1358301480583401728,16 59 48.38,44 01 05.62,DAH,28169.0,9.186,31.65,15.02,14.321
WD 1658+445,Gaia EDR3 1358325021299899136,16 59 35.48,44 25 39.51,DA,5504.0,7.927,28.50,,18.275
WD 1703+261,Gaia EDR3 4573071139998034048,17 05 52.54,26 05 46.67,DA,5947.53105,8.20408,34.67,,18.263
WD 1713+393,Gaia EDR3 1341543072245722752,17 14 50.78,39 18 40.63,DAH,6615.58344,7.767826,39.58,,17.168
WD 1722+279,Gaia EDR3 4598266758185956864,17 24 13.37,27 56 54.35,DA,6115.0,8.302,38.56,,18.49976
WD 1741+436,Gaia EDR3 1349256249394224128,17 42 48.46,43 38 05.81,DA,5444.0,7.99,31.39,,18.68
WD 1756+143,Gaia EDR3 4499839473701254400,17 58 22.00,14 17 28.77,DA,5350.88658,7.934605,21.31,16.27,
WD 1814+134,Gaia EDR3 4497414466452138496,18 17 06.02,13 28 07.14,DA,4816.11257,7.767634,15.13,15.86,18.03
WD 1814+24,Gaia EDR3 4578913738632417920,18 16 08.84,24 54 36.94,DAP,6687.22581,8.246933,37.64,,
WD 2008-799,Gaia EDR3 6361559602963567744,20 16 51.75,-79 45 57.49,DA,5800.0,7.97,24.15,16.35,
WD 2035-369,Gaia EDR3 6683212727417918848,20 38 41.71,-36 49 14.57,DA,9647.0,8.16,31.64,14.93,
WD 2040-392,MCT 2040-3914,20 43 49.20,-39 03 23.63,DA,10563.0,7.854,23.0,13.74,
WD 2048-250,Gaia EDR3 6805808514433280000,20 51 00.15,-24 52 06.83,DA,7465.0,8.073,26.80,15.42,
WD 2051-208,Gaia EDR3 6857295585945072128,20 54 42.88,-20 39 25.76,DA,19083.0,9.012,31.28,15.06,
WD 2057-493,Gaia EDR3 6478328218869704192,21 01 04.73,-49 06 27.89,DA,5320.0,8.09,13.34,15.48,
WD 2059+247,Gaia EDR3 1841254644460354688,21 02 12.41,24 57 40.13,DA,5983.24001,8.128747,28.03,16.57,17.608
WD 2103-397,MCT 2103-3947,21 06 32.18,-39 35 59.83,DA,7779.0,8.226,25.0,15.31,
WD 2119+040,Gaia EDR3 2693095097621419648,21 22 12.27,04 13 50.15,DA,4948.0,7.784,24.22,16.78,18.86
WD 2119-017,Gaia EDR3 2685959542034846464,21 21 47.69,-01 30 36.23,DA,6450.0,8.027,35.13,16.59,17.418
WD 2133+463,Gaia EDR3 1977417206686680704,21 35 17.75,46 33 11.69,DA,4900.26701,7.91818,39.03,17.97,
WD 2157-574,Gaia EDR3 6412251624488840448,22 00 44.96,-57 11 24.23,DAZ,7220.0,,29.37,15.96,
WD 2209-147,Gaia EDR3 2600033326799287296,22 12 18.23,-14 29 44.53,DA,7654.0,7.249,37.98,15.09,
WD 2227+232,Gaia EDR3 1875613386395668864,22 29 34.22,23 27 38.65,DA,5013.0,8.108,36.54,,20.123
WD 2228+151,Gaia EDR3 2736054627915080448,22 30 56.16,15 23 56.88,DA,5292.0,8.123,38.53,,19.612
WD 2306-220,Gaia EDR3 2386223463892847872,23 08 41.12,-21 45 01.16,DA3.0,16285.0,7.86,32.77,,
WD 2309+129,Gaia EDR3 2812250821990695936,23 12 05.95,13 10 54.00,DA:,5152.0,7.93,31.97,,19.234
WD 2322+137,Gaia EDR3 2813020961166816512,23 25 20.25,14 03 41.44,DA,4985.1271,7.304846,23.54,15.81,18.052
WD J0902-041,Gaia EDR3 5762406957886626816,09 02 17.29,-04 06 55.38,DA,24550.0,7.89,37.92,12.4,
WD J2214-390,Gaia EDR3 6573778541262656256,22 14 36.14,-38 59 13.16,DA,6120.0,8.33,18.16,15.91,
Wolf 1,Gaia EDR3 2545505281002947200,00 13 39.60,00 19 21.64,DA,9507.0,7.985,40.00,15.31,18.04222
Wolf 226,Gaia EDR3 243645699341060608,03 47 22.19,43 58 58.40,DA,13619.8983,8.004828,31.91,,
Wolf 457,Gaia EDR3 3704392873141718912,13 00 08.59,03 28 27.21,DA,5632.34887,8.189577,16.50,15.83,17.191
Wolf 489,LHS 46,13 36 31.68,03 40 44.40,DA,4971.0,7.94,8.24,14.66,16.794
Wolf 672 A,Gaia EDR3 4387171623850187648,17 18 34.70,01 56 48.64,DA,12461.5958,7.891566,38.17,14.26,
Wolf 72,Gaia EDR3 2585189473147457408,01 29 24.11,10 22 55.17,DA,8493.0,7.473,29.26,14.38,14.981
Wolf 82,Gaia EDR3 98092934167683072,01 46 41.11,21 54 46.35,DA,9149.0,8.292,26.51,15.05,15.475
[OHD2001] WD J2214-390,[OHD2001] WD J2214-390,22 14 34.75,-38 59 07.27,DA8,,,18.15,16.14,
